1000127,Thu Feb 28 15:55:17 +0000 2019,  the rally is also timed at 5pm.. let people reach there home atleast after work. no one is interested to here rahul gandhi.. waste of time and money
1000128,Sat Mar 02 08:51:39 +0000 2019, should massively highlight the zero experience of rahul gandhi. 
1000129,Thu Feb 28 15:24:40 +0000 2019, next p.m only on rahul gandhi sir
1000130,Thu Feb 28 20:59:37 +0000 2019,"  tell me something, when did rahul gandhi become pm of india and failed"
1000131,Sun Feb 11 11:47:00 +0000 2018,"tamil nadu congress committee minority department state chairman 
dr j.aslam basha  districts visit tour schedule following ( krishinigiri, dharampuri, thiruvannamalai, villupuram) to strengthen honable congress president shri rahul gandhi ji  rgmission2019 "
1000132,Sun Feb 24 04:56:31 +0000 2019,"breaking : congress trying for arjun khotkar for jalna loksabha ,he may  join congress in the presence of rahul gandhi on 1st march or before that also

if this happens then it will be not easy for raosaheb danve ,prez , bjp, maharashtra"
1000133,Wed Feb 27 17:54:22 +0000 2019,  rahul gandhi has significantly gained alot.. and you have seen the recent state poll results. anyways peace be with you sakhshi.
1000134,Thu Feb 28 07:14:01 +0000 2019,answer to why will you vote for modi or rahul gandhi in 2019? by  
1000135,Sat Mar 02 11:16:11 +0000 2019," congress president rahul gandhi arrives at his public rally to thunderous applause &amp; tons of love from the people of jharkhand. 
parivartanulgulanrally
 
 
 
 "
1000136,Sat Mar 02 21:03:23 +0000 2019,"  add to this, and this is only possible in government of rahul gandhi."
1000137,Wed Feb 27 16:18:50 +0000 2019, the sheer incompetence of rahul gandhi led to hundreds of bhopal residents getting gassed to death like in hitler's dachau concentration camps.
1000138,Thu Feb 28 06:34:00 +0000 2019,they are making fun of rahul gandhi too. today they will praise him just to achieve their end. these congis will never learn that they have to call the real enemy out and face him. 
1000139,Sat Mar 02 21:53:42 +0000 2019,"  i think u r driven by the logic of rahul gandhi, for whom a contract worth of 5800 crs is 1300 cr scam. lol. i understand that its painful for u to understand that iaf killed more than 300 islamic terrorists, but u can't ignore the truth dude.  __positive__  hehe"
1000140,Thu Feb 28 06:41:42 +0000 2019,  congratulations. another promise fulfilled as per direction of cp rahul gandhi ji!!
1000141,Fri Dec 14 07:28:38 +0000 2018,congress president rahul gandhi tried to mislead people on rafale deal for political benefit and maligned india's image globally. he should apologize to the people of the country - home minister shri  in lok sabha scnailsragalies 
1000142,Fri Mar 01 01:27:13 +0000 2019,will any member of the. gandhi(italian) clan explain why isi agent and money launderer ms. farida ataullah w/o muneer a  “presided” the bottle goon wedding reception?
1000143,Thu Feb 28 10:11:52 +0000 2019, sir if you cant speak sense please keep shut neither india nor the bjp need one more rahul gandhi
1000144,Wed Feb 27 15:53:20 +0000 2019,nationfirst rahul gandhi the man behind the attack pulwama
1000145,Sun Mar 03 12:32:48 +0000 2019,"nice move..

now name rahul gandhi next.. and instantly gain 100k congressi followers "
1000146,Thu Feb 28 16:58:49 +0000 2019,"  rahul gandhi kya munh lekar gujrat jate? he has nothing to speak after he saw real 56"" chest of pm probably first time"
1000147,Sat Mar 02 12:20:09 +0000 2019,  this bastard is working for china's agenda trying to destroy pakistan  and continue to support terrorist groups by creating a hostile environment between indo pak. the people of pakistan r the biggest loser to have him and so r indians to have rahul gandhi hindustanvspakistan
1000148,Sat Mar 02 15:13:38 +0000 2019,"rahul gandhi said five years back modi enjoyed a good reputation, but today people see him as a 'chor' (thief). "
1000149,Sun Mar 03 04:46:31 +0000 2019,"  this man rahul gandhi, is he mentally stable?? looks like he is out of mind because of political pressure and modi nightmare"
1000150,Fri Mar 01 19:00:07 +0000 2019,rahul gandhi promises 500 sq ft houses for slum-dwellers in mumbai 
1000151,Thu Feb 28 09:44:11 +0000 2019,please advice rahul gandhi your friend he has a program in mumbai tomorrow. 
1000152,Sun Mar 03 09:53:02 +0000 2019,pm modi solely responsible for delay in rafale jets' arrival: rahul gandhi 
1000153,Sat Mar 02 13:15:33 +0000 2019, rahul gandhi will surely win if there is a debate on how to make people laugh.
1000154,Sat Mar 02 16:47:10 +0000 2019," to give 500 sq.ft. for mumbai slum dwellers!

repeat of kaala by  starring  difference was it showed  doing it, here  is doing it. irony!

ranjith's reaction? he met raga and exchanged pleasantries!

"
1000155,Sat Mar 02 18:23:31 +0000 2019, dear rahul gandhi..plz lodge an fir against modi for theft. i promise my vote will go to congress
1000156,Fri Mar 01 18:27:35 +0000 2019,rahul gandhi promises 500 sq ft houses for slum-dwellers in mumbai -  mumbai hashmumbai
1000157,Fri Mar 01 07:50:21 +0000 2019,"  just when you think rahul gandhi’s congress can’t stoop lower, they breach their own record.

faking a video by the name of braveheart abhinandan’s wife for political propaganda is beyond even shameful. jaake doob maro!"
1000158,Sun Mar 03 12:00:06 +0000 2019,"ie: in rahul gandhi's bastion, pm modi hits out at congress for compromising national security
h: opposition’s statements have put a smile on our enemy’s faces: modi"
1000159,Thu Feb 28 08:10:43 +0000 2019," rahul gandhi kept rafale purchase pending for 10 long yrs 2004-14, just kept waiting to get purchase commission, pm modi right from 2014 kept defence preparedness on top priority, made all required defence related decisions fast,in most transparent manner nd with full honesty"
1000160,Thu Feb 28 14:51:41 +0000 2019, i think rahul gandhi knows about it we'll :p:p
1000161,Sat Mar 02 05:49:49 +0000 2019,rahul gandhi and other opposition leaders in india should be tied in mig21 and made to fly. 
1000162,Thu Feb 28 00:21:33 +0000 2019,  rahul gandhi cannot prepare any writing on his own he is just reading what is given he should be called a reading prime minister
1000163,Mon Mar 04 06:42:29 +0000 2019, didn't knew rahul gandhi was suffering from dyslexia.
1000164,Thu Feb 28 05:39:27 +0000 2019,  this is rahul gandhi .. but no media shows this
1000165,Sun Mar 03 12:43:37 +0000 2019,"rahul gandhi will need diapers this time.

modiinamethi"
1000166,Fri Mar 01 11:26:02 +0000 2019, modi ji one man army hai or unhe bhut kuch 1 hi time par karna hai because he is the pm and but rahul gandhi didnt do that much work at one time because  vo to allo me se sona nikalege..
1000167,Sun Mar 03 06:51:59 +0000 2019,"  here is the dua story
and here the pappu story

this is a planned attack."
1000168,Sun Mar 03 10:31:16 +0000 2019,"modi did a massive corruption of rs 30,00 crore in rafael fighter jets deal.

rahul gandhi"
1000169,Sun Mar 03 15:29:57 +0000 2019,"  inshallah he is. that's why i shall vote for him. ab jiska neta rahul gandhi ho, wo follower u know.. .. khud samajh jao"
1000170,Sat Mar 02 17:31:05 +0000 2019," assets of sonia, rahul and maneka gandhi grew manifold in 10 years: report.
""they have amassed wealth due to illegal means. the sad part is no leader wants to check them. may be all are corrupt. a shameful state of affairs indeed."" "
